trial_info,phase,trial_time,event,x,y
training 1,exploration,0.0,,0.0,0.0
training 1,exploration,0.011,,0.0,0.0
training 1,exploration,0.015,,0.0,0.0
training 1,exploration,0.019,,0.0,0.0
training 1,exploration,0.022,,0.0,0.0
training 1,exploration,0.026,,0.0,0.0
training 1,exploration,0.031,,0.0,0.0
training 1,exploration,0.035,,0.0,0.0
training 1,exploration,0.039,,0.0,0.0
training 1,exploration,0.043,,0.0,0.0
training 1,exploration,0.047,,0.0,0.0
training 1,exploration,0.051,,0.0,0.0
training 1,exploration,0.055,,0.0,0.0
training 1,exploration,0.059,,0.0,0.0
training 1,exploration,0.064,,0.0,0.0
training 1,exploration,0.068,,0.0,0.0
training 1,exploration,0.072,,0.0,0.0
training 1,exploration,0.076,,0.0,0.0
training 1,exploration,0.08,,0.0,0.0
training 1,exploration,0.084,,0.0,0.0
training 1,exploration,0.088,,0.0,0.0
training 1,exploration,0.092,,0.0,0.0
training 1,exploration,0.097,,0.0,0.0
training 1,exploration,0.101,,0.0,0.0
training 1,exploration,0.105,,0.0,0.0
training 1,exploration,0.109,,0.0,0.0
training 1,exploration,0.114,,0.0,0.0
training 1,exploration,0.118,,0.0,0.0
training 1,exploration,0.121,,0.0,0.0
training 1,exploration,0.125,,0.0,0.0
training 1,exploration,0.129,,0.0,0.0
training 1,exploration,0.134,,0.0,0.0
training 1,exploration,0.138,,0.0,0.0
training 1,exploration,0.142,,0.0,0.0
training 1,exploration,0.147,,0.0,0.0
training 1,exploration,0.151,,0.0,0.0
training 1,exploration,0.154,,0.0,0.0
training 1,exploration,0.158,,0.0,0.0
training 1,exploration,0.163,,0.0,0.0
training 1,exploration,0.167,,0.0,0.0
training 1,exploration,0.171,,0.0,0.0
training 1,exploration,0.175,,0.0,0.0
training 1,exploration,0.179,,0.0,0.0
training 1,exploration,0.183,,0.0,0.0
training 1,exploration,0.187,,0.0,0.0
training 1,exploration,0.191,,0.0,0.0
training 1,exploration,0.196,,0.0,0.0
training 1,exploration,0.2,,0.0,0.0
training 1,exploration,0.204,,0.0,0.0
training 1,exploration,0.209,,0.0,0.0
training 1,exploration,0.213,,0.0,0.0
training 1,exploration,0.217,,0.0,0.0
training 1,exploration,0.221,,0.0,0.0
training 1,exploration,0.226,,0.0,0.0
training 1,exploration,0.23,,0.0,0.0
training 1,exploration,0.234,,0.0,0.0
training 1,exploration,0.238,,0.0,0.0
training 1,exploration,0.242,,0.0,0.0
training 1,exploration,0.246,,0.0,0.0
training 1,exploration,0.25,,0.0,0.0
training 1,exploration,0.254,,0.0,0.0
training 1,exploration,0.259,,0.0,0.0
training 1,exploration,0.264,,0.0,0.0
training 1,exploration,0.268,,0.0,0.0
training 1,exploration,0.271,,0.0,0.0
training 1,exploration,0.275,,0.0,0.0
training 1,exploration,0.279,,0.0,0.0
training 1,exploration,0.283,,0.0,0.0
training 1,exploration,0.287,,0.0,0.0
training 1,exploration,0.292,,0.0,0.0
training 1,exploration,0.297,,0.0,0.0
training 1,exploration,0.3,,0.0,0.0
training 1,exploration,0.305,,0.0,0.0
training 1,exploration,0.309,,0.0,0.0
training 1,exploration,0.313,,0.0,0.0
training 1,exploration,0.318,,0.0,0.0
training 1,exploration,0.322,,0.0,0.0
training 1,exploration,0.326,,0.0,0.0
training 1,exploration,0.331,,0.0,0.0
training 1,exploration,0.335,,0.0,0.0
training 1,exploration,0.34,,0.0,0.0
training 1,exploration,0.344,,0.0,0.0
training 1,exploration,0.348,,0.0,0.0
training 1,exploration,0.352,,0.0,0.0
training 1,exploration,0.356,,0.0,0.0
training 1,exploration,0.361,,0.0,0.0
training 1,exploration,0.365,,0.0,0.0
training 1,exploration,0.369,,0.0,0.0
training 1,exploration,0.373,,0.0,0.0
training 1,exploration,0.377,,0.0,0.0
training 1,exploration,0.381,,0.0,0.0
training 1,exploration,0.385,,0.0,0.0
training 1,exploration,0.39,,0.0,0.0
training 1,exploration,0.395,,0.0,0.0
training 1,exploration,0.399,,0.0,0.0
training 1,exploration,0.403,,0.0,0.0
training 1,exploration,0.407,,0.0,0.0
training 1,exploration,0.411,,0.0,0.0
training 1,exploration,0.415,,0.0,0.0
training 1,exploration,0.419,,0.0,0.0
training 1,exploration,0.423,,0.0,0.0
training 1,exploration,0.427,,0.0,0.0
training 1,exploration,0.432,,0.0,0.0
training 1,exploration,0.437,,0.0,0.0
training 1,exploration,0.441,,0.0,0.0
training 1,exploration,0.445,,0.0,0.0
training 1,exploration,0.449,,0.0,0.0
training 1,exploration,0.453,,0.0,0.0
training 1,exploration,0.457,,0.0,0.0
training 1,exploration,0.462,,0.0,0.0
training 1,exploration,0.466,,0.0,0.0
training 1,exploration,0.47,,0.0,0.0
training 1,exploration,0.474,,0.0,0.0
training 1,exploration,0.477,,0.0,0.0
training 1,exploration,0.481,,0.0,0.0
training 1,exploration,0.485,,0.0,0.0
training 1,exploration,0.489,,0.0,0.0
training 1,exploration,0.493,,0.0,0.0
training 1,exploration,0.498,,0.0,0.0
training 1,exploration,0.502,,0.0,0.0
training 1,exploration,0.506,,0.0,0.0
training 1,exploration,0.51,,0.0,0.0
training 1,exploration,0.514,,0.0,0.0
training 1,exploration,0.518,,0.0,0.0
training 1,exploration,0.522,,0.0,0.0
training 1,exploration,0.526,,0.0,0.0
training 1,exploration,0.53,,0.0,0.0
training 1,exploration,0.535,,0.0,0.0
training 1,exploration,0.539,,0.0,0.0
training 1,exploration,0.543,,0.0,0.0
training 1,exploration,0.547,,0.0,0.0
training 1,exploration,0.551,,0.0,0.0
training 1,exploration,0.555,,0.0,0.0
training 1,exploration,0.559,,0.0,0.0
training 1,exploration,0.563,,0.0,0.0
training 1,exploration,0.568,,0.0,0.0
training 1,exploration,0.572,,0.0,0.0
training 1,exploration,0.576,,0.0,0.0
training 1,exploration,0.58,,0.0,0.0
training 1,exploration,0.584,,0.0,0.0
training 1,exploration,0.588,,0.0,0.0
training 1,exploration,0.592,,0.0,0.0
training 1,exploration,0.596,,0.0,0.0
training 1,exploration,0.601,,0.0,0.0
training 1,exploration,0.605,,0.0,0.0
training 1,exploration,0.609,,0.0,0.0
training 1,exploration,0.613,,0.0,0.0
training 1,exploration,0.618,,0.0,0.0
training 1,exploration,0.621,,0.0,0.0
training 1,exploration,0.625,,0.0,0.0
training 1,exploration,0.63,,0.0,0.0
training 1,exploration,0.635,,0.0,0.0
training 1,exploration,0.638,,0.0,0.0
training 1,exploration,0.642,,0.0,0.0
training 1,exploration,0.647,,0.0,0.0
training 1,exploration,0.651,,0.0,0.0
training 1,exploration,0.654,,0.0,0.0
training 1,exploration,0.658,,0.0,0.0
training 1,exploration,0.662,,0.0,0.0
training 1,exploration,0.667,,0.0,0.0
training 1,exploration,0.671,,0.0,0.0
training 1,exploration,0.675,,0.0,0.0
training 1,exploration,0.68,,0.0,0.0
training 1,exploration,0.684,,0.0,0.0
training 1,exploration,0.687,,0.0,0.0
training 1,exploration,0.691,,0.0,0.0
training 1,exploration,0.695,,0.0,0.0
training 1,exploration,0.7,,0.0,0.0
training 1,exploration,0.704,,0.0,0.0
training 1,exploration,0.708,,0.0,0.0
training 1,exploration,0.713,,0.0,0.0
training 1,exploration,0.717,,0.0,0.0
training 1,exploration,0.721,,0.0,0.0
training 1,exploration,0.725,,0.0,0.0
training 1,exploration,0.729,,0.0,0.0
training 1,exploration,0.734,,0.0,0.0
training 1,exploration,0.738,,0.0,0.0
training 1,exploration,0.742,,0.0,0.0
training 1,exploration,0.746,,0.0,0.0
training 1,exploration,0.75,,0.0,0.0
training 1,exploration,0.754,,0.0,0.0
training 1,exploration,0.758,,0.0,0.0
training 1,exploration,0.762,,0.0,0.0
training 1,exploration,0.766,,0.0,0.0
training 1,exploration,0.771,,0.0,0.0
training 1,exploration,0.775,,0.0,0.0
training 1,exploration,0.779,,0.0,0.0
training 1,exploration,0.783,,0.0,0.0
training 1,exploration,0.787,,0.0,0.0
training 1,exploration,0.791,,0.0,0.0
training 1,exploration,0.795,,0.0,0.0
training 1,exploration,0.799,,0.0,0.0
training 1,exploration,0.804,,0.0,0.0
training 1,exploration,0.808,,0.0,0.0
training 1,exploration,0.812,,0.0,0.0
training 1,exploration,0.815,,0.0,0.0
training 1,exploration,0.819,,0.0,0.0
training 1,exploration,0.823,,0.0,0.0
training 1,exploration,0.827,,0.0,0.0
training 1,exploration,0.832,,0.0,0.0
training 1,exploration,0.836,,0.0,0.0
training 1,exploration,0.84,,0.0,0.0
training 1,exploration,0.844,,0.0,0.0
training 1,exploration,0.849,,0.0,0.0
training 1,exploration,0.853,,0.0,0.0
training 1,exploration,0.857,,0.0,0.0
training 1,exploration,0.862,,0.0,0.0
training 1,exploration,0.866,,0.0,0.0
training 1,exploration,0.87,,0.0,0.0
training 1,exploration,0.874,,0.0,0.0
training 1,exploration,0.877,,0.0,0.0
training 1,exploration,0.882,,0.0,0.0
training 1,exploration,0.886,,0.0,0.0
training 1,exploration,0.89,,0.0,0.0
training 1,exploration,0.895,,0.0,0.0
training 1,exploration,0.899,,0.0,0.0
training 1,exploration,0.903,,0.0,0.0
training 1,exploration,0.906,,0.0,0.0
training 1,exploration,0.91,,0.0,0.0
training 1,exploration,0.914,,0.0,0.0
training 1,exploration,0.918,,0.0,0.0
training 1,exploration,0.922,,0.0,0.0
training 1,exploration,0.926,,0.0,0.0
training 1,exploration,0.931,,0.0,0.0
training 1,exploration,0.936,,0.0,0.0
training 1,exploration,0.94,,0.0,0.0
training 1,exploration,0.943,,0.0,0.0
training 1,exploration,0.948,,0.0,0.0
training 1,exploration,0.952,,0.0,0.0
training 1,exploration,0.956,,0.0,0.0
training 1,exploration,0.959,,0.0,0.0
training 1,exploration,0.964,,0.0,0.0
training 1,exploration,0.969,,0.0,0.0
training 1,exploration,0.973,,0.0,0.0
training 1,exploration,0.976,,0.0,0.0
training 1,exploration,0.981,,0.0,0.0
training 1,exploration,0.985,,0.0,0.0
training 1,exploration,0.989,,0.0,0.0
training 1,exploration,0.993,,0.0,0.0
training 1,exploration,0.998,,0.0,0.0
training 1,exploration,1.003,,0.0,0.0
training 1,exploration,1.006,,0.0,0.0
training 1,exploration,1.01,,0.0,0.0
training 1,exploration,1.015,,0.0,0.0
training 1,exploration,1.019,,0.0,0.0
training 1,exploration,1.023,,0.0,0.0
training 1,exploration,1.028,,0.0,0.0
training 1,exploration,1.032,,0.0,0.0
training 1,exploration,1.036,,0.0,0.0
training 1,exploration,1.04,,0.0,0.0
training 1,exploration,1.044,,0.0,0.0
training 1,exploration,1.048,,0.0,0.0
training 1,exploration,1.052,,0.0,0.0
training 1,exploration,1.056,,0.0,0.0
training 1,exploration,1.061,,0.0,0.0
training 1,exploration,1.065,,0.0,0.0
training 1,exploration,1.069,,0.0,0.0
training 1,exploration,1.073,,0.0,0.0
training 1,exploration,1.077,,0.0,0.0
training 1,exploration,1.081,,0.0,0.0
training 1,exploration,1.085,,0.0,0.0
training 1,exploration,1.089,,0.0,0.0
training 1,exploration,1.094,,0.0,0.0
training 1,exploration,1.098,,0.0,0.0
training 1,exploration,1.102,,0.0,0.0
training 1,exploration,1.105,,0.0,0.0
training 1,exploration,1.109,,0.0,0.0
training 1,exploration,1.114,,0.0,0.0
training 1,exploration,1.118,,0.0,0.0
training 1,exploration,1.122,,0.0,0.0
training 1,exploration,1.127,,0.0,0.0
training 1,exploration,1.131,,0.0,0.0
training 1,exploration,1.135,,0.0,0.0
training 1,exploration,1.139,,0.0,0.0
training 1,exploration,1.142,,0.0,0.0
training 1,exploration,1.147,,0.0,0.0
training 1,exploration,1.151,,0.0,0.0
training 1,exploration,1.156,,0.0,0.0
training 1,exploration,1.16,,0.0,0.0
training 1,exploration,1.165,,0.0,0.0
training 1,exploration,1.168,,0.0,0.0
training 1,exploration,1.172,,0.0,0.0
training 1,exploration,1.176,,0.0,0.0
training 1,exploration,1.18,,0.0,0.0
training 1,exploration,1.184,,0.0,0.0
training 1,exploration,1.189,,0.0,0.0
training 1,exploration,1.193,,0.0,0.0
training 1,exploration,1.198,,0.0,0.0
training 1,exploration,1.202,,0.0,0.0
training 1,exploration,1.206,,0.0,0.0
training 1,exploration,1.21,,0.0,0.0
training 1,exploration,1.215,,0.0,0.0
training 1,exploration,1.219,,0.0,0.0
training 1,exploration,1.223,,0.0,0.0
training 1,exploration,1.227,,0.0,0.0
training 1,exploration,1.231,,0.0,0.0
training 1,exploration,1.236,,0.0,0.0
training 1,exploration,1.24,,0.0,0.0
training 1,exploration,1.244,,0.0,0.0
training 1,exploration,1.248,,0.0,0.0
training 1,exploration,1.253,,0.0,0.0
training 1,exploration,1.257,,0.0,0.0
training 1,exploration,1.261,,0.0,0.0
training 1,exploration,1.265,,0.0,0.0
training 1,exploration,1.27,,0.0,0.0
training 1,exploration,1.274,,0.0,0.0
training 1,exploration,1.278,,0.0,0.0
training 1,exploration,1.282,,0.0,0.0
training 1,exploration,1.286,,0.0,0.0
training 1,exploration,1.29,,0.0,0.0
training 1,exploration,1.294,,0.0,0.0
training 1,exploration,1.298,,0.0,0.0
training 1,exploration,1.302,,0.0,0.0
training 1,exploration,1.307,,0.0,0.0
training 1,exploration,1.31,,0.0,0.0
training 1,exploration,1.315,,0.0,0.0
training 1,exploration,1.319,,0.0,0.0
training 1,exploration,1.322,,0.0,0.0
training 1,exploration,1.326,,0.0,0.0
training 1,exploration,1.331,,0.0,0.0
training 1,exploration,1.335,,0.0,0.0
training 1,exploration,1.339,,0.0,0.0
training 1,exploration,1.343,,0.0,0.0
training 1,exploration,1.347,,0.0,0.0
training 1,exploration,1.351,,0.0,0.0
training 1,exploration,1.355,,0.0,0.0
training 1,exploration,1.359,,0.0,0.0
training 1,exploration,1.363,,0.0,0.0
training 1,exploration,1.368,,0.0,0.0
training 1,exploration,1.372,,0.0,0.0
training 1,exploration,1.376,,0.0,0.0
training 1,exploration,1.38,,0.0,0.0
training 1,exploration,1.384,,0.0,0.0
training 1,exploration,1.388,,0.0,0.0
training 1,exploration,1.392,,0.0,0.0
training 1,exploration,1.396,,0.0,0.0
training 1,exploration,1.401,,0.0,0.0
training 1,exploration,1.405,,0.0,0.0
training 1,exploration,1.409,,0.0,0.0
training 1,exploration,1.413,,0.0,0.0
training 1,exploration,1.417,,0.0,0.0
training 1,exploration,1.421,,0.0,0.0
training 1,exploration,1.425,,0.0,0.0
training 1,exploration,1.429,,0.0,0.0
training 1,exploration,1.434,,0.0,0.0
training 1,exploration,1.438,,0.0,0.0
training 1,exploration,1.442,,0.0,0.0
training 1,exploration,1.446,,0.0,0.0
training 1,exploration,1.451,,0.0,0.0
training 1,exploration,1.455,,0.0,0.0
training 1,exploration,1.459,,0.0,0.0
training 1,exploration,1.464,,0.0,0.0
training 1,exploration,1.467,,0.0,0.0
training 1,exploration,1.471,,0.0,0.0
training 1,exploration,1.475,,0.0,0.0
training 1,exploration,1.479,,0.0,0.0
training 1,exploration,1.484,,0.0,0.0
training 1,exploration,1.488,,0.0,0.0
training 1,exploration,1.492,,0.0,0.0
training 1,exploration,1.497,,0.0,0.0
training 1,exploration,1.501,,0.0,0.0
training 1,exploration,1.505,,0.0,0.0
training 1,exploration,1.508,,0.0,0.0
training 1,exploration,1.513,,0.0,0.0
training 1,exploration,1.517,,0.0,0.0
training 1,exploration,1.521,,0.0,0.0
training 1,exploration,1.525,,0.0,0.0
training 1,exploration,1.528,,0.0,0.0
training 1,exploration,1.533,,0.0,0.0
training 1,exploration,1.538,,0.0,0.0
training 1,exploration,1.542,,0.0,0.0
training 1,exploration,1.547,,0.0,0.0
training 1,exploration,1.551,,0.0,0.0
training 1,exploration,1.555,,0.0,0.0
training 1,exploration,1.56,,0.0,0.0
training 1,exploration,1.564,,0.0,0.0
training 1,exploration,1.568,,0.0,0.0
training 1,exploration,1.572,,0.0,0.0
training 1,exploration,1.576,,0.0,0.0
training 1,exploration,1.58,,0.0,0.0
training 1,exploration,1.584,,0.0,0.0
training 1,exploration,1.588,,0.0,0.0
training 1,exploration,1.592,,0.0,0.0
training 1,exploration,1.596,,0.0,0.0
training 1,exploration,1.601,,0.0,0.0
training 1,exploration,1.605,,0.0,0.0
training 1,exploration,1.609,,0.0,0.0
training 1,exploration,1.613,,0.0,0.0
training 1,exploration,1.617,,0.0,0.0
training 1,exploration,1.622,,0.0,0.0
training 1,exploration,1.626,,0.0,0.0
training 1,exploration,1.631,,0.0,0.0
training 1,exploration,1.634,,0.0,0.0
training 1,exploration,1.638,,0.0,0.0
training 1,exploration,1.642,,0.0,0.0
training 1,exploration,1.647,,0.0,0.0
training 1,exploration,1.651,started moving,0.0,0.0
training 1,exploration,1.656,,0.0,0.0
training 1,exploration,1.661,,0.0,0.0
training 1,exploration,1.666,,0.0,0.0
training 1,exploration,1.671,,0.0,0.0
training 1,exploration,1.675,,0.0,0.0
training 1,exploration,1.68,,0.0,0.0
training 1,exploration,1.685,,0.0,0.0
training 1,exploration,1.69,,0.0,0.0
training 1,exploration,1.695,,0.0,0.0
training 1,exploration,1.699,,0.0,0.0
training 1,exploration,1.704,,0.0,0.0
training 1,exploration,1.708,,0.0,0.0
training 1,exploration,1.712,,0.0,0.0
training 1,exploration,1.717,,0.0,0.0
training 1,exploration,1.721,,0.0,0.0
training 1,exploration,1.726,,0.0,0.0
training 1,exploration,1.731,,0.0,0.0
training 1,exploration,1.736,,0.0,0.0
training 1,exploration,1.74,,0.0,0.0
training 1,exploration,1.744,,0.0,0.0
training 1,exploration,1.749,,0.0,0.0
training 1,exploration,1.754,,0.0,0.0
training 1,exploration,1.758,,0.0,0.0
training 1,exploration,1.763,,0.0,0.0
training 1,exploration,1.768,,0.0,0.0
training 1,exploration,1.773,,0.0,0.0
training 1,exploration,1.777,,0.0,0.0
training 1,exploration,1.782,,0.0,0.0
training 1,exploration,1.786,,0.0,0.0
training 1,exploration,1.791,,0.0,0.0
training 1,exploration,1.795,,0.0,0.0
training 1,exploration,1.801,,0.0,0.0
training 1,exploration,1.805,,0.0,0.0
training 1,exploration,1.81,,0.0,0.0
training 1,exploration,1.815,,0.0,0.0
training 1,exploration,1.819,,0.0,0.0
training 1,exploration,1.824,,0.0,0.0
training 1,exploration,1.829,,0.0,0.0
training 1,exploration,1.834,,0.0,0.0
training 1,exploration,1.838,,0.0,0.0
training 1,exploration,1.843,,0.0,0.0
training 1,exploration,1.848,,0.0,0.0
training 1,exploration,1.852,,0.0,0.0
training 1,exploration,1.857,,0.0,0.0
training 1,exploration,1.861,,0.0,0.0
training 1,exploration,1.866,,0.0,0.0
training 1,exploration,1.871,,0.0,0.0
training 1,exploration,1.875,,0.0,0.0
training 1,exploration,1.88,,0.0,0.0
training 1,exploration,1.885,,0.0,0.0
training 1,exploration,1.889,,0.0,0.0
training 1,exploration,1.894,,0.0,0.0
training 1,exploration,1.898,,0.0,0.0
training 1,exploration,1.904,,0.0,0.0
training 1,exploration,1.908,,0.0,0.0
training 1,exploration,1.912,,0.0,0.0
training 1,exploration,1.917,,0.0,0.0
training 1,exploration,1.921,,0.0,0.0
training 1,exploration,1.926,,0.0,0.0
training 1,exploration,1.931,,0.0,0.0
training 1,exploration,1.936,,0.0,0.0
training 1,exploration,1.94,,0.0,0.0
training 1,exploration,1.945,,0.0,0.0
training 1,exploration,1.949,,0.0,0.0
training 1,exploration,1.954,,0.0,0.0
training 1,exploration,1.959,,0.0,0.0
training 1,exploration,1.964,,0.0,0.0
training 1,exploration,1.968,,0.0,0.0
training 1,exploration,1.972,,0.0,0.0
training 1,exploration,1.977,,0.0,0.0
training 1,exploration,1.981,,0.0,0.0
training 1,exploration,1.986,,0.0,0.0
training 1,exploration,1.99,,0.0,0.0
training 1,exploration,1.996,,0.0,0.0
training 1,exploration,2.0,,0.0,0.0
training 1,exploration,2.004,,0.0,0.0
training 1,exploration,2.009,,0.0,0.0
training 1,exploration,2.014,,0.0,0.0
training 1,exploration,2.018,,0.0,0.0
training 1,exploration,2.023,,0.0,0.0
training 1,exploration,2.028,,0.0,0.0
training 1,exploration,2.033,,0.0,0.0
training 1,exploration,2.038,,0.0,0.0
training 1,exploration,2.042,,0.0,0.0
training 1,exploration,2.047,,0.0,0.0
training 1,exploration,2.051,,0.0,0.0
training 1,exploration,2.057,,0.0,0.0
training 1,exploration,2.062,,0.0,0.0
training 1,exploration,2.066,,0.0,0.0
training 1,exploration,2.071,,0.0,0.0
training 1,exploration,2.075,,0.0,0.0
training 1,exploration,2.08,,0.0,0.0
training 1,exploration,2.085,,0.0,0.0
training 1,exploration,2.09,,0.0,0.0
training 1,exploration,2.096,,0.0,0.0
training 1,exploration,2.1,,0.0,0.0
training 1,exploration,2.104,,0.0,0.0
training 1,exploration,2.109,,0.0,0.0
training 1,exploration,2.114,,0.0,0.0
training 1,exploration,2.118,,0.0,0.0
training 1,exploration,2.123,,0.0,0.0
training 1,exploration,2.127,,0.0,0.0
training 1,exploration,2.132,,0.0,0.0
training 1,exploration,2.137,,0.0,0.0
training 1,exploration,2.142,,0.0,0.0
training 1,exploration,2.147,,0.0,0.0
training 1,exploration,2.151,,0.0,0.0
training 1,exploration,2.156,,0.0,0.0
training 1,exploration,2.161,,0.0,0.0
training 1,exploration,2.166,,0.0,0.0
training 1,exploration,2.17,,0.0,0.0
training 1,exploration,2.175,,0.0,0.0
training 1,exploration,2.18,,0.0,0.0
training 1,exploration,2.185,,0.0,0.0
training 1,exploration,2.189,,0.0,0.0
training 1,exploration,2.194,,0.0,0.0
training 1,exploration,2.198,,0.0,0.0
training 1,exploration,2.202,,0.0,0.0
training 1,exploration,2.206,,0.0,0.0
training 1,exploration,2.21,,0.0,0.0
training 1,exploration,2.214,,0.0,0.0
training 1,exploration,2.218,,0.0,0.0
training 1,exploration,2.222,,0.0,0.0
training 1,exploration,2.226,,0.0,0.0
training 1,exploration,2.23,,0.0,0.0
training 1,exploration,2.235,,0.0,0.0
training 1,exploration,2.239,,0.0,0.0
training 1,exploration,2.243,,0.0,0.0
training 1,exploration,2.247,,0.0,0.0
training 1,exploration,2.251,,0.0,0.0
training 1,exploration,2.255,,0.0,0.0
training 1,exploration,2.259,,0.0,0.0
training 1,exploration,2.264,,0.0,0.0
training 1,exploration,2.268,,0.0,0.0
training 1,exploration,2.272,,0.0,0.0
training 1,exploration,2.276,,0.0,0.0
training 1,exploration,2.28,,0.0,0.0
training 1,exploration,2.284,,0.0,0.0
training 1,exploration,2.288,,0.0,0.0
training 1,exploration,2.292,,0.0,0.0
training 1,exploration,2.297,,0.0,0.0
training 1,exploration,2.302,,0.0,0.0
training 1,exploration,2.306,,0.0,0.0
training 1,exploration,2.31,,0.0,0.0
training 1,exploration,2.314,,0.0,0.0
training 1,exploration,2.318,,0.0,0.0
training 1,exploration,2.322,,0.0,0.0
training 1,exploration,2.326,,0.0,0.0
training 1,exploration,2.331,,0.0,0.0
training 1,exploration,2.336,,0.0,0.0
training 1,exploration,2.339,,0.0,0.0
training 1,exploration,2.343,,0.0,0.0
training 1,exploration,2.347,,0.0,0.0
training 1,exploration,2.351,,0.0,0.0
training 1,exploration,2.355,,0.0,0.0
training 1,exploration,2.359,,0.0,0.0
training 1,exploration,2.364,,0.0,0.0
training 1,exploration,2.369,,0.0,0.0
training 1,exploration,2.373,,0.0,0.0
training 1,exploration,2.376,,0.0,0.0
training 1,exploration,2.381,,0.0,0.0
training 1,exploration,2.385,,0.0,0.0
training 1,exploration,2.389,,0.0,0.0
training 1,exploration,2.393,,0.0,0.0
training 1,exploration,2.397,,0.0,0.0
training 1,exploration,2.402,,0.0,0.0
training 1,exploration,2.406,,0.0,0.0
training 1,exploration,2.41,,0.0,0.0
training 1,exploration,2.414,,0.0,0.0
training 1,exploration,2.418,,0.0,0.0
training 1,exploration,2.423,,0.0,0.0
training 1,exploration,2.428,,0.0,0.0
training 1,exploration,2.431,,0.0,0.0
training 1,exploration,2.435,,0.0,0.0
training 1,exploration,2.439,,0.0,0.0
training 1,exploration,2.443,,0.0,0.0
training 1,exploration,2.447,,0.0,0.0
training 1,exploration,2.452,,0.0,0.0
training 1,exploration,2.456,,0.0,0.0
training 1,exploration,2.46,,0.0,0.0
training 1,exploration,2.465,,0.0,0.0
training 1,exploration,2.469,,0.0,0.0
training 1,exploration,2.473,,0.0,0.0
training 1,exploration,2.477,,0.0,0.0
training 1,exploration,2.482,,0.0,0.0
training 1,exploration,2.486,,0.0,0.0
training 1,exploration,2.49,,0.0,0.0
training 1,exploration,2.494,,0.0,0.0
training 1,exploration,2.498,,0.0,0.0
training 1,exploration,2.503,,0.0,0.0
training 1,exploration,2.507,,0.0,0.0
training 1,exploration,2.511,,0.0,0.0
training 1,exploration,2.515,,0.0,0.0
training 1,exploration,2.519,,0.0,0.0
training 1,exploration,2.523,,0.0,0.0
training 1,exploration,2.528,,0.0,0.0
training 1,exploration,2.532,,0.0,0.0
training 1,exploration,2.536,,0.0,0.0
training 1,exploration,2.54,,0.0,0.0
training 1,exploration,2.544,,0.0,0.0
training 1,exploration,2.548,,0.0,0.0
training 1,exploration,2.552,,0.0,0.0
training 1,exploration,2.557,,0.0,0.0
training 1,exploration,2.562,,0.0,0.0
training 1,exploration,2.566,,0.0,0.0
training 1,exploration,2.571,,0.0,0.0
training 1,exploration,2.574,,0.0,0.0
training 1,exploration,2.578,,0.0,0.0
training 1,exploration,2.583,,0.0,0.0
training 1,exploration,2.587,,0.0,0.0
training 1,exploration,2.591,,0.0,0.0
training 1,exploration,2.595,,0.0,0.0
training 1,exploration,2.601,,0.0,0.0
training 1,exploration,2.605,,0.0,0.0
training 1,exploration,2.609,,0.0,0.0
training 1,exploration,2.614,,0.0,0.0
training 1,exploration,2.618,,0.0,0.0
training 1,exploration,2.622,,0.0,0.0
training 1,exploration,2.626,,0.0,0.0
training 1,exploration,2.631,,0.0,0.0
training 1,exploration,2.636,,0.0,0.0
training 1,exploration,2.64,,0.0,0.0
training 1,exploration,2.645,,0.002,0.003
training 1,exploration,2.649,,0.005,0.007
training 1,exploration,2.654,,0.007,0.011
training 1,exploration,2.659,,0.009,0.015
training 1,exploration,2.664,,0.012,0.019
training 1,exploration,2.669,,0.015,0.023
training 1,exploration,2.673,,0.018,0.028
training 1,exploration,2.678,,0.02,0.032
training 1,exploration,2.682,,0.022,0.035
training 1,exploration,2.687,,0.025,0.039
training 1,exploration,2.691,,0.027,0.043
training 1,exploration,2.696,,0.03,0.047
training 1,exploration,2.701,,0.032,0.051
training 1,exploration,2.706,,0.035,0.055
training 1,exploration,2.711,,0.038,0.06
training 1,exploration,2.716,,0.04,0.063
training 1,exploration,2.72,,0.042,0.067
training 1,exploration,2.724,,0.045,0.071
training 1,exploration,2.729,,0.047,0.075
training 1,exploration,2.734,,0.05,0.079
training 1,exploration,2.739,,0.052,0.083
training 1,exploration,2.743,,0.055,0.087
training 1,exploration,2.748,,0.057,0.091
training 1,exploration,2.752,,0.06,0.095
training 1,exploration,2.757,,0.062,0.098
training 1,exploration,2.763,,0.065,0.103
training 1,exploration,2.767,,0.068,0.107
training 1,exploration,2.771,,0.07,0.111
training 1,exploration,2.776,,0.072,0.114
training 1,exploration,2.78,,0.074,0.118
training 1,exploration,2.785,,0.077,0.122
training 1,exploration,2.79,,0.08,0.126
training 1,exploration,2.796,,0.082,0.13
training 1,exploration,2.8,,0.085,0.135
training 1,exploration,2.804,,0.087,0.139
training 1,exploration,2.809,,0.09,0.142
training 1,exploration,2.813,,0.092,0.146
training 1,exploration,2.818,,0.095,0.15
training 1,exploration,2.823,,0.097,0.154
training 1,exploration,2.828,,0.1,0.158
training 1,exploration,2.832,,0.102,0.162
training 1,exploration,2.837,,0.105,0.166
training 1,exploration,2.841,,0.107,0.17
training 1,exploration,2.845,,0.109,0.173
training 1,exploration,2.85,,0.109,0.173
training 1,exploration,2.854,,0.109,0.173
